1,-0.5,-0.5
2,-0.44,-0.42
3,-0.46,-0.32
4,-0.44,-0.42
5,-0.46,-0.33
6,-0.5,-0.25
7,-0.5,-0.15
8,-0.48,-0.05
9,-0.42,0.03
10,-0.33,0.06
11,-0.35,0.16
12,-0.45,0.16
13,-0.44,0.26
14,-0.42,0.36
15,-0.39,0.45
16,-0.33,0.5
17,-0.23,0.5
18,-0.13,0.5
19,0.5,0.5
